# Fix print output for fix def
"Strain,Stess in X,Stress in Y,Strees in z"	
"0.231700000000002 , 0.424945251314326 , 0.0686135021611478 , 0.726542161345917"		
"0.231800000000002 , 0.530959366949118 , 0.206434598483529 , 0.69646863176976"		
"0.231900000000002 , 0.621055865939193 , 0.24471936809605 , 0.994073186997734"		
"0.232000000000002 , 0.90890492393386 , 0.546387636329187 , 1.16811057419321"		
"0.232100000000002 , 1.2793234332916 , 0.495075843053777 , 1.48434446550681"		
"0.232200000000002 , 1.45953616448026 , 0.725904770170456 , 1.73206414666585"		
"0.232300000000002 , 1.49979798430157 , 0.771781832217093 , 2.05431377571551"		
"0.232400000000002 , 1.56686038610691 , 1.18038868295902 , 2.36217660240068"		
"0.232500000000002 , 1.73525679905761 , 1.59382184635607 , 2.61798102971438"		
"0.232600000000002 , 1.70270799098695 , 1.60601229935771 , 2.75340663675416"		
"0.232700000000002 , 2.29314897877292 , 1.5754900023301 , 3.05389894375357"		
"0.232800000000002 , 2.02341880266786 , 1.63633930805291 , 3.11342593490623"		
"0.232900000000002 , 2.38229361719103 , 1.94493822423097 , 3.4306352341286"		
"0.233000000000002 , 2.50100345640013 , 2.11408836771739 , 3.45086874376029"		
"0.233100000000002 , 2.2658193455497 , 1.8453163081317 , 3.52107486454669"		
"0.233200000000002 , 2.52959234201073 , 1.7648944951314 , 3.64328788686595"		
"0.233300000000002 , 2.6293807636109 , 2.10666970017395 , 4.05274736921976"		
"0.233400000000002 , 2.91530850784195 , 2.28734578723157 , 4.08513135033756"		
"0.233500000000002 , 3.03132673504283 , 2.39731283306092 , 4.37492983394878"		
"0.233600000000002 , 2.97594475889962 , 2.54474181532761 , 4.24698129455279"		
"0.233700000000002 , 3.15731890074967 , 2.6476086419684 , 4.24159021074865"		
"0.233800000000002 , 3.16542456994561 , 2.70996171408832 , 4.48578815501794"		
"0.233900000000002 , 2.96068355655956 , 2.61978740825337 , 4.2314806779529"		
"0.234000000000002 , 2.84763715001571 , 2.24186306004355 , 3.9590492028695"		
"0.234100000000002 , 2.53859535125302 , 1.83236822175327 , 3.50830823219961"		
"0.234200000000002 , 2.13842295655546 , 1.69371092686006 , 3.23839744890982"		
"0.234300000000002 , 1.82453621544561 , 1.25989981190954 , 2.78648577139856"		
"0.234400000000002 , 1.88313861810494 , 1.38064766692719 , 2.4906951461783"		
"0.234500000000002 , 2.23916469305654 , 1.44195618487834 , 2.85846637247769"		
"0.234600000000002 , 1.95797825701371 , 1.31615155265202 , 2.55500662454308"		
"0.234700000000002 , 1.7159936709072 , 1.0761040807827 , 2.25965983295473"		
"0.234800000000002 , 1.70396463130882 , 1.093479505715 , 2.05868273394831"		
"0.234900000000002 , 1.65695727898296 , 1.26019714872936 , 2.38323872627945"		
"0.235000000000002 , 1.60421068505462 , 1.09903888023266 , 2.08810059724145"		
"0.235100000000002 , 1.4117027773441 , 1.12478842162484 , 1.5328558583669"		
"0.235200000000002 , 1.37279773823817 , 1.06914682175503 , 1.48528451360275"		
"0.235300000000002 , 1.24375989778032 , 0.772591640178318 , 1.47234613142966"		
"0.235400000000002 , 0.932105014336976 , 0.613247427087573 , 1.08526101920671"		
"0.235500000000002 , 0.870723338048622 , 0.25491013773062 , 0.57367174631368"		
"0.235600000000002 , 0.8053917504081 , 0.337660772800197 , 0.647170223900324"		
"0.235700000000002 , 0.370661851107752 , 0.0466875639800598 , 0.367783338371349"		
"0.235800000000002 , 0.035694345018262 , -0.317039792536778 , 0.0343856829761454"		
"0.235900000000002 , 0.0908958725625334 , -0.370241503345688 , -0.174688526904146"		
"0.236000000000002 , 0.0196605809484542 , -0.322797365423626 , -0.403384627179293"		
"0.236100000000002 , 0.096520394844984 , -0.383065861188009 , -0.265638588104051"		
"0.236200000000002 , -0.0983735612909927 , -0.498625233928375 , -0.423081785868208"		
"0.236300000000002 , 0.0634924361061876 , -0.419641875029668 , -0.522922091508174"		
"0.236400000000002 , -0.182380631029161 , -0.755131744490794 , -0.317863584728442"		
"0.236500000000002 , -0.102093961778158 , -0.554370031859801 , -0.140768279626266"		
"0.236600000000002 , 0.225818084238935 , 0.0680586205472288 , 0.199417567723961"		
"0.236700000000002 , 0.268363007639936 , -0.0356860258342864 , 0.181552190325297"		
"0.236800000000002 , 0.678599628353118 , 0.197391146186496 , 0.400014216082238"		
"0.236900000000002 , 0.764854485388098 , 0.251115339938198 , 0.57420073435376"		
"0.237000000000002 , 0.605981351135194 , 0.0912806655221468 , 0.67014304386048"		
"0.237100000000002 , 0.579120346898603 , 0.164133129539693 , 0.669092004311155"		
"0.237200000000002 , 0.822737258935792 , 0.301081369265437 , 0.658032286483812"		
"0.237300000000002 , 0.655150162093824 , 0.354151163607392 , 0.854345638925754"		
"0.237400000000002 , 1.1356754454278 , 0.912411964099797 , 1.29462214179829"		
"0.237500000000002 , 1.19503718964242 , 0.807835877466831 , 1.22560612546387"		
"0.237600000000002 , 1.30049163703234 , 0.874485999922129 , 1.48598291933895"		
"0.237700000000002 , 1.57412372705583 , 1.03287080558662 , 1.96085487854972"		
"0.237800000000002 , 1.56121921737747 , 0.929812557571058 , 1.85579059418418"		
"0.237900000000002 , 1.62353645541791 , 0.961060493588304 , 2.02557237518957"		
"0.238000000000002 , 1.78982967201295 , 1.34148307304568 , 2.37430881721047"		
"0.238100000000002 , 1.87832454920694 , 1.58318822395588 , 2.74884231245195"		
"0.238200000000002 , 2.46474179572259 , 1.96199837408657 , 3.37269350861993"		
"0.238300000000002 , 2.68990135564652 , 2.0871014338534 , 3.63440034560811"		
"0.238400000000002 , 2.86274642567691 , 1.92766809860444 , 3.68349451209303"		
"0.238500000000002 , 2.75516039999799 , 2.12754399734821 , 3.82798329484914"		
"0.238600000000002 , 2.62216146949897 , 2.24495324447057 , 3.7958127045372"		
"0.238700000000002 , 2.50903566710149 , 1.95700790271222 , 3.70808372989518"		
"0.238800000000002 , 2.56284750397915 , 2.19464231873874 , 4.01574312341127"		
"0.238900000000002 , 2.9334116874147 , 2.22788309571981 , 4.2016184193718"		
"0.239000000000002 , 2.98481379477712 , 2.49641631666949 , 4.28751507030625"		
"0.239100000000002 , 2.86890982127423 , 2.38744331905315 , 4.03523326882575"		
"0.239200000000002 , 3.00590218482298 , 2.49188876956871 , 4.08496419108614"		
"0.239300000000002 , 2.68291692071836 , 2.25607080131283 , 3.69128363488649"		
"0.239400000000002 , 2.85364793955396 , 2.29103305343443 , 3.91771388593252"		
"0.239500000000002 , 2.58692146881027 , 2.03897035857217 , 3.51940298882216"		
"0.239600000000002 , 2.60144439051993 , 1.93032189102488 , 3.49423285342851"		
"0.239700000000002 , 2.29921167663866 , 1.77316858966973 , 3.06414158554673"		
"0.239800000000002 , 2.59199575944824 , 1.92123964098816 , 3.27714586218159"		
"0.239900000000002 , 2.35361403546237 , 1.87335127371753 , 2.87570023040916"		
"0.240000000000002 , 2.18311716897126 , 1.53415199976959 , 2.71478034260131"		
"0.240100000000002 , 1.82432548178341 , 1.3605162961566 , 2.41832287585108"		
"0.240200000000002 , 1.62587445698222 , 1.03998571558247 , 2.27383420533037"		
"0.240300000000002 , 1.7240647948749 , 1.10747236058605 , 2.13471964361919"		
"0.240400000000002 , 1.69397628836489 , 1.08019959528666 , 2.09631557615918"		
"0.240500000000002 , 1.49336002818024 , 1.10217084254631 , 1.90390942728007"		
"0.240600000000002 , 1.56100155963433 , 1.27505782641692 , 1.81058237863544"		
"0.240700000000002 , 1.42758514815625 , 0.931320952562989 , 1.60573090050529"		
"0.240800000000002 , 1.24523327773075 , 0.677725724387569 , 1.25181072053235"		
"0.240900000000002 , 1.06864368002654 , 0.564597518200484 , 1.0989985628557"		
"0.241000000000002 , 1.02751498562176 , 0.195189145327654 , 0.719712965791398"		
"0.241100000000002 , 0.660243380497538 , 0.103507517884695 , 0.327486471927775"		
"0.241200000000002 , 0.502681924282492 , -0.133639114185007 , 0.222995758167798"		
"0.241300000000002 , 0.443081500611678 , -0.236889467671574 , 0.174832168103132"		
"0.241400000000002 , 0.693924858857459 , -0.223021222594619 , 0.356439784314381"		
"0.241500000000002 , 0.336934289988304 , -0.142261217553967 , 0.30911487089898"		
"0.241600000000002 , 0.426099931595371 , -0.0421570790275455 , 0.0868448205891985"		
"0.241700000000002 , 0.598444242347025 , 0.141312267670675 , 0.28399937586029"		
"0.241800000000002 , 0.446050896854987 , 0.329693099697083 , 0.375261321231833"		
"0.241900000000002 , 0.700403243446022 , 0.412761730014335 , 0.575737252768117"		
"0.242000000000002 , 0.763187276282165 , 0.29913208735953 , 0.499099392241886"		
"0.242100000000002 , 0.792845069056863 , 0.260299316587179 , 0.556061451444599"		
"0.242200000000002 , 0.735607896445202 , 0.144342438151585 , 0.48771414196213"		
"0.242300000000002 , 0.653360035573891 , 0.207477196186029 , 0.498015725302476"		
"0.242400000000002 , 0.781342020434126 , 0.395560143202692 , 0.642793306081018"		
"0.242500000000002 , 1.00440472670993 , 0.590126958878518 , 0.975707536546528"		
"0.242600000000002 , 1.34727096580574 , 0.908747119990378 , 1.35838206244811"		
"0.242700000000002 , 1.69273151116304 , 1.28293717091171 , 1.75323969446041"		
"0.242800000000002 , 1.81838048496875 , 1.56857760675121 , 2.06431450393304"		
"0.242900000000002 , 2.08301903755957 , 1.74518802394829 , 2.27313638580679"		
"0.243000000000002 , 1.9364450188373 , 1.40656734773759 , 1.98306780136705"		
"0.243100000000002 , 1.90820221786133 , 1.4656439459851 , 2.0983195868401"		
"0.243200000000002 , 2.20892987756532 , 1.63671844762089 , 2.52666673576312"		
"0.243300000000002 , 1.96830205375918 , 1.62697059203979 , 2.43582127798926"		
"0.243400000000002 , 1.94399891162975 , 1.54145524111037 , 2.52970952859324"		
"0.243500000000002 , 2.2803027216392 , 1.90415744968447 , 3.03836866069918"		
"0.243600000000002 , 2.51066054958197 , 1.97483485519641 , 3.24884590592198"		
"0.243700000000002 , 2.35072284968803 , 1.93769741575402 , 3.16358908005205"		
"0.243800000000002 , 2.33366023152224 , 1.88799753604116 , 3.43611300336818"		
"0.243900000000002 , 2.58834954316654 , 1.95132365256744 , 3.46958009027804"		
"0.244000000000002 , 2.58627677911085 , 1.96961269681916 , 3.39955263024376"		
"0.244100000000002 , 2.71444753277472 , 2.05911535350597 , 3.53464874410296"		
"0.244200000000002 , 2.63370076998171 , 2.18974993717087 , 3.67342341868324"		
"0.244300000000002 , 2.92015742747592 , 2.23463765200247 , 3.82598760706484"		
"0.244400000000002 , 2.87724675763598 , 2.28186314983374 , 3.72736968586504"		
"0.244500000000002 , 2.5929818905817 , 2.25773677964926 , 3.46056887426385"		
"0.244600000000002 , 2.52241378981911 , 2.25499633213476 , 3.47585573027218"		
"0.244700000000002 , 2.49121509608411 , 2.17575891537929 , 3.29388899660814"		
"0.244800000000002 , 2.85718253911716 , 2.21002829639028 , 3.51562595864869"		
"0.244900000000002 , 2.61093799795543 , 2.13257157755101 , 3.29294239363893"		
"0.245000000000002 , 2.3849611527424 , 1.92455221131421 , 2.95017745565334"		
"0.245100000000002 , 2.26216999726273 , 1.73883972237792 , 2.77412825434584"		
"0.245200000000002 , 2.03787202575004 , 1.59196348143722 , 2.48792476321085"		
"0.245300000000002 , 2.22353738144799 , 1.71004210532628 , 2.51588299174848"		
"0.245400000000002 , 2.0406832403298 , 1.39332278211474 , 1.99019910339097"		
"0.245500000000002 , 1.84871171775642 , 1.17322284193396 , 2.08865505520508"		
"0.245600000000002 , 1.88248693028152 , 1.26204215975535 , 1.97991452651469"		
"0.245700000000002 , 1.63465464966722 , 1.01861414235642 , 1.73311161741975"		
"0.245800000000002 , 1.35154473186962 , 0.809609973630038 , 1.40102987398343"		
"0.245900000000002 , 1.29697869078779 , 0.778540435305253 , 1.38349023634271"		
"0.246000000000002 , 1.24535854912251 , 0.656597723063461 , 1.30360182825254"		
"0.246100000000002 , 1.38232085221527 , 0.932710367795109 , 1.38164451030909"		
"0.246200000000002 , 1.48760028998244 , 0.856649460102602 , 1.34836797798493"		
"0.246300000000002 , 1.14352061566541 , 0.784740383114341 , 0.972750643454268"		
"0.246400000000002 , 1.17740612872879 , 0.638630609499294 , 1.12473913155935"		
"0.246500000000002 , 1.0757712120873 , 0.793697831415893 , 0.77679907849426"		
"0.246600000000002 , 1.13469591462658 , 0.664311934386919 , 0.597747979149165"		
"0.246700000000002 , 0.795240034070041 , 0.556138288090182 , 0.384783222569406"		
"0.246800000000002 , 0.661980731486251 , 0.18510463937014 , 0.0137439821747613"		
"0.246900000000002 , 0.486410987925696 , -0.0504224090329606 , -0.107754342315378"		
"0.247000000000002 , 0.345483227522935 , -0.175236673603287 , -0.254633282128337"		
"0.247100000000002 , 0.465166105951004 , 0.0717730945983889 , -0.0982993961304494"		
"0.247200000000002 , 0.792185321935132 , 0.358904304018047 , 0.123078042016851"		
"0.247300000000002 , 0.510814518526008 , 0.0699814096714822 , 0.281872317790963"		
"0.247400000000002 , 0.857260876290385 , 0.233589633889887 , 0.417448168963604"		
"0.247500000000002 , 0.953130603522731 , 0.357958174655626 , 0.613453274438965"		
"0.247600000000002 , 1.11381642109296 , 0.552240994103669 , 0.841034233105366"		
"0.247700000000002 , 1.13467163042457 , 0.561041052223466 , 0.669865473114151"		
"0.247800000000002 , 1.08700958101104 , 0.584137419937506 , 0.793372191475132"		
"0.247900000000002 , 1.15642708812809 , 0.583188779574917 , 0.775859031402866"		
"0.248000000000002 , 1.00893138260056 , 0.796991880976996 , 0.862647005827191"		
"0.248100000000002 , 0.885652883840716 , 0.569399476762756 , 0.888179129126555"		
"0.248200000000002 , 1.04666500603386 , 0.583951095860914 , 1.05301482019358"		
"0.248300000000002 , 1.7484887449518 , 1.1611443732337 , 1.55249617305723"		
"0.248400000000002 , 1.55262964257984 , 0.884482444026512 , 1.51144324105657"		
"0.248500000000002 , 1.79359925200061 , 1.06894608546935 , 1.68776337917787"		
"0.248600000000002 , 1.82638223076745 , 1.36423994353845 , 1.99482690289405"		
"0.248700000000002 , 1.9704315042199 , 1.51541190725229 , 2.10665196165917"		
"0.248800000000002 , 2.04702159591311 , 1.34058069210529 , 1.93691662235268"		
"0.248900000000002 , 1.94184977097831 , 1.40411769833091 , 1.88032519862"		
"0.249000000000002 , 1.87437180434325 , 1.63483012931347 , 2.10398084226936"		
"0.249100000000002 , 2.01326100136057 , 1.52584825503511 , 2.08098518973209"		
"0.249200000000002 , 2.3191248813227 , 1.67592554511993 , 2.40681142083187"		
"0.249300000000002 , 2.2267564743229 , 1.3814270138345 , 2.56530377286445"		
"0.249400000000002 , 2.25500459833447 , 1.45208372761985 , 2.67454790230236"		
"0.249500000000002 , 2.47117557605018 , 1.81018158855762 , 2.84135226430421"		
"0.249600000000002 , 2.53403869601428 , 1.94130669854295 , 2.96669366071945"		
"0.249700000000002 , 2.31053565718525 , 1.69303887172672 , 2.73969559901593"		
"0.249800000000002 , 2.49794961999073 , 1.9886418093304 , 2.89102720973153"		
"0.249900000000002 , 2.27474924776284 , 1.89433877852617 , 2.72642295313145"		
"0.250000000000002 , 2.2686189242617 , 1.66188742403572 , 2.64761745463375"		
"0.250100000000002 , 2.42201483416848 , 1.81676189959004 , 2.73029987448219"		
"0.250200000000002 , 2.34548918226149 , 1.79837871119171 , 2.63922506875774"		
"0.250300000000002 , 2.41787770421608 , 1.66175211605874 , 2.64431872794629"		
"0.250400000000002 , 1.97356134554247 , 1.49038531081355 , 2.46378624296636"		
"0.250500000000002 , 1.85598516657081 , 1.28541358193068 , 2.30735848713171"		
"0.250600000000002 , 2.04540238478979 , 1.35465996092955 , 2.31460021977784"		
"0.250700000000002 , 1.87675774590842 , 1.32675588349438 , 1.97336835698046"		
"0.250800000000002 , 1.8628501808017 , 1.26293541444795 , 1.84074347491766"		
"0.250900000000002 , 1.92716596709994 , 1.34215115085078 , 1.82939869986389"		
"0.251000000000002 , 1.84997373184508 , 1.27800282892882 , 1.73223971935558"		
"0.251100000000002 , 1.78678443854905 , 1.43508914678319 , 1.60369291304501"		
"0.251200000000002 , 1.57397153407891 , 1.17602394650144 , 1.50791022595402"		
"0.251300000000002 , 1.4539996694501 , 0.938977067042588 , 1.2232077378885"		
"0.251400000000002 , 1.53882700392785 , 0.712104570408076 , 1.14925645424511"		
"0.251500000000002 , 1.35755991689908 , 0.750619390427218 , 0.98937904388507"		
"0.251600000000002 , 1.18159705154983 , 0.491200711532852 , 0.693065627098747"		
"0.251700000000002 , 1.05371807816952 , 0.399064498261818 , 0.625589628728212"		
"0.251800000000002 , 1.02723992553389 , 0.557286099337025 , 0.782765085837121"		
"0.251900000000002 , 0.949030167937552 , 0.457027187960073 , 0.493363365062101"		
"0.252000000000002 , 0.936420136221648 , 0.571062764781591 , 0.49373654711821"		
"0.252100000000002 , 1.12279148685116 , 0.447894457578995 , 0.682048504982416"		
"0.252200000000002 , 0.940621042860523 , 0.340996846391011 , 0.324940553668664"		
"0.252300000000002 , 1.04408766993482 , 0.328285158783927 , 0.459142585127458"		
"0.252400000000002 , 1.05744681264351 , 0.494562526985653 , 0.50455580631638"		
"0.252500000000002 , 0.961528273186658 , 0.553576931342674 , 0.516343396902435"		
"0.252600000000002 , 1.07819276843395 , 0.476890905660061 , 0.48016492685388"		
"0.252700000000002 , 0.902564569277867 , 0.539348693485147 , 0.45140946617048"		
"0.252800000000002 , 1.13102440800651 , 0.53440534162809 , 0.417115459043714"		
"0.252900000000002 , 1.1018797368696 , 0.550280808217637 , 0.68746176771947"		
"0.253000000000002 , 1.22663293877091 , 0.712224940101398 , 0.854631625983917"		
"0.253100000000002 , 1.02299916526024 , 0.61863411224154 , 0.818362960127867"		
"0.253200000000002 , 1.26613883990022 , 0.685030627053329 , 0.860700824224395"		
"0.253300000000002 , 1.41590924595213 , 0.725346922558816 , 0.971473196367925"		
"0.253400000000002 , 1.15363586352703 , 0.441596173255884 , 0.875809995353352"		
"0.253500000000002 , 1.2103966918755 , 0.723001611931509 , 1.03312257109064"		
"0.253600000000002 , 1.24217486284957 , 0.775726995216703 , 0.91314323519772"		
"0.253700000000002 , 1.7599651335078 , 1.10354127418531 , 1.29025564946579"		
"0.253800000000002 , 1.98941015367871 , 1.34589353066658 , 1.82535999700167"		
"0.253900000000002 , 1.9120025564216 , 1.33342531960567 , 1.77951333148783"		
"0.254000000000002 , 2.15561530369765 , 1.80609748875782 , 2.19121532644111"		
"0.254100000000002 , 2.2276951361893 , 1.5801517177629 , 2.17221902127391"		
"0.254200000000002 , 2.08953449902596 , 1.62112487024254 , 2.20758544656493"		
"0.254300000000002 , 1.87198206776556 , 1.32937844571832 , 2.10799529881317"		
"0.254400000000002 , 1.96046253039434 , 1.46103354900947 , 2.20754595898421"		
"0.254500000000002 , 2.12480484038227 , 1.55762799054678 , 2.32899221986817"		
"0.254600000000002 , 2.17581290290738 , 1.76743763298435 , 2.31192238339739"		
"0.254700000000002 , 2.01738738683871 , 1.86831467615126 , 2.36781257926173"		
"0.254800000000002 , 2.12425600191067 , 1.86797882550609 , 2.43411529259301"		
"0.254900000000002 , 2.4719192176144 , 1.91627771617005 , 2.51985503320876"		
"0.255000000000002 , 2.1829851617599 , 1.64967657063601 , 2.41535294276445"		
"0.255100000000002 , 2.35179346603712 , 1.65476483091679 , 2.6143557183617"		
"0.255200000000002 , 2.49401282056299 , 1.82981340480835 , 2.65278490850517"		
"0.255300000000002 , 2.27367872403178 , 1.65064430470478 , 2.42823984601015"		
"0.255400000000002 , 2.28271895964278 , 1.52388846729654 , 2.52718969149313"		
"0.255500000000002 , 2.32324184131895 , 1.68946828184312 , 2.69374381560873"		
"0.255600000000002 , 2.4012137964924 , 1.63675799508658 , 2.55281982826215"		
"0.255700000000002 , 2.27780065913054 , 1.79916589393055 , 2.58533980051604"		
"0.255800000000002 , 2.55291011732364 , 1.87505077318342 , 2.72036893673615"		
"0.255900000000002 , 2.4723970174529 , 1.67710705789973 , 2.57848094845152"		
"0.256000000000002 , 2.41195053527717 , 1.84100090810274 , 2.58057260676643"		
"0.256100000000002 , 2.30921853506623 , 1.59297946923235 , 2.47426585382522"		
"0.256200000000002 , 2.2238638727638 , 1.48810456657246 , 2.33026844967646"		
"0.256300000000002 , 2.2056651996575 , 1.43533457301141 , 2.04542580180336"		
"0.256400000000002 , 2.0028204630339 , 1.22987781064612 , 1.92651196775534"		
"0.256500000000002 , 1.75433906961736 , 1.09730396255602 , 1.72689300776863"		
"0.256600000000002 , 1.68824438705998 , 0.96150020478637 , 1.6605222078495"		
"0.256700000000002 , 1.57506547244811 , 1.12708295937182 , 1.59569865155203"		
"0.256800000000002 , 1.71024879028092 , 1.06618988692346 , 1.65808284590617"		
"0.256900000000002 , 1.93041733014991 , 1.23887126990555 , 1.80204709273751"		
"0.257000000000002 , 1.90192644656994 , 1.20394991637846 , 1.71606324945175"		
"0.257100000000002 , 1.80697975349712 , 1.18779853737269 , 1.74090501272441"		
"0.257200000000002 , 1.84786982075094 , 1.2761449312864 , 1.75544513604612"		
"0.257300000000002 , 1.58987965776477 , 1.16276901315493 , 1.55111306477061"		
"0.257400000000002 , 1.83438539373503 , 1.25860548142303 , 1.54538472874285"		
"0.257500000000002 , 1.83689140182127 , 1.30249963668166 , 1.59585614795097"		
"0.257600000000002 , 1.70363194384874 , 1.07484243770624 , 1.40950216586834"		
"0.257700000000002 , 1.67942329133488 , 1.28115196037762 , 1.38387850313504"		
"0.257800000000002 , 1.76702875467315 , 1.25833665709677 , 1.4668600226152"		
"0.257900000000002 , 1.70972675134714 , 0.966583781851965 , 1.31081154158699"		
"0.258000000000002 , 1.45885152195779 , 0.906673751450237 , 1.18984496875815"		
"0.258100000000002 , 1.49812434011349 , 0.882159363399344 , 1.03893678084783"		
"0.258200000000002 , 1.46753927874862 , 0.679599912103533 , 1.10131394248581"		
"0.258300000000002 , 1.607904892824 , 1.09490389945513 , 1.49219147191129"		
"0.258400000000002 , 1.54585030107127 , 1.08318195141142 , 1.28574276966918"		
"0.258500000000002 , 1.61873938958161 , 1.07895275035668 , 1.36032997619315"		
"0.258600000000002 , 1.7599484281834 , 1.33492464824398 , 1.61943589913963"		
"0.258700000000002 , 1.79056578364634 , 1.37769566882348 , 1.53948931625871"		
"0.258800000000002 , 1.99359123430342 , 1.29117022905687 , 1.65635368308761"		
"0.258900000000002 , 1.63520054964608 , 1.25491722814596 , 1.67417905878087"		
"0.259000000000002 , 1.68007343755974 , 1.27876077540113 , 1.75173219186972"		
"0.259100000000002 , 1.81766598637049 , 1.33456380708251 , 1.74742899674936"		
"0.259200000000002 , 1.6952190269036 , 1.34752028379374 , 1.8295272370371"		
"0.259300000000002 , 1.67779631747744 , 1.0770082681827 , 1.57501636913707"		
"0.259400000000002 , 1.82974864464417 , 1.35336667492284 , 1.8917850683853"		
"0.259500000000002 , 2.13784322755263 , 1.55346476813929 , 1.77891098780267"		
"0.259600000000002 , 2.15563760658062 , 1.66429474902719 , 1.96838163920984"		
"0.259700000000002 , 1.95153087475677 , 1.5153541729494 , 1.92971161731546"		
"0.259800000000002 , 2.21747485658111 , 1.41540569542845 , 2.07755934932804"		
"0.259900000000002 , 2.42023144880731 , 1.82919373554568 , 2.51807907271408"		
"0.260000000000002 , 2.08609136178025 , 1.75131251391317 , 2.27155133981319"		
"0.260100000000002 , 2.1135181317375 , 1.63315382732446 , 2.08013402752784"		
"0.260200000000002 , 2.30248648027217 , 1.92971170876065 , 2.20349150083302"		
"0.260300000000002 , 2.09537539802705 , 1.63430837199859 , 2.11561387786448"		
"0.260400000000002 , 2.20284512834976 , 1.77519432044616 , 2.16872189795498"		
"0.260500000000002 , 2.25834986668653 , 1.69391142873021 , 2.36626768242036"		
"0.260600000000002 , 2.19015924084804 , 1.64245240974934 , 2.39966006925085"		
"0.260700000000002 , 2.40875681905639 , 1.61043606401312 , 2.35034639118521"		
"0.260800000000002 , 2.01615226830825 , 1.60616734541738 , 2.31858331066465"		
"0.260900000000002 , 2.31425731152043 , 1.66167427044165 , 2.45782844526782"		
"0.261000000000002 , 2.11536197797696 , 1.56451302144173 , 2.34565564033878"		
"0.261100000000002 , 2.23353308836995 , 1.77572665114576 , 2.49696988613429"		
"0.261200000000002 , 2.43326645579194 , 1.80710220269574 , 2.60722185154784"		
"0.261300000000002 , 2.45358929535417 , 2.01391675968771 , 2.65036175680245"		
"0.261400000000002 , 2.425641066051 , 2.00206066298055 , 2.54641938729367"		
"0.261500000000002 , 2.14325049581412 , 1.77737187549307 , 2.49586829671749"		
"0.261600000000002 , 2.12520398021328 , 1.75258541869562 , 2.49105672466789"		
"0.261700000000002 , 2.27506989976197 , 1.99059660218372 , 2.58368974341516"		
"0.261800000000002 , 2.24804689827546 , 1.86905426612002 , 2.384260611003"		
"0.261900000000002 , 2.00494759432123 , 1.51092567578247 , 1.88169961959477"		
"0.262000000000002 , 1.85623938580298 , 1.38179712843565 , 1.95509530775615"		
"0.262100000000002 , 2.02975997789556 , 1.76676175268203 , 2.04481206251545"		
"0.262200000000002 , 2.27097894772669 , 1.63922783764615 , 1.96770421524198"		
"0.262300000000002 , 2.17287065836361 , 1.56044601851671 , 1.88119943042977"		
"0.262400000000002 , 2.08914688344931 , 1.61222254349515 , 2.01869846333586"		
"0.262500000000002 , 1.85242100358447 , 1.56509988479333 , 2.0003638434444"		
"0.262600000000002 , 1.9024961932625 , 1.51762629585102 , 1.98837270898079"		
"0.262700000000002 , 1.98088841730869 , 1.58743762227531 , 2.01018428395682"		
"0.262800000000002 , 1.81339890509333 , 1.42076634260048 , 1.99195285647834"		
"0.262900000000002 , 2.28292675819576 , 1.66149700242591 , 2.2035300114353"		
"0.263000000000002 , 2.07004578396811 , 1.70983147712536 , 2.17098655191323"		
"0.263100000000002 , 1.91156386906893 , 1.57470461043753 , 1.88483900201861"		
"0.263200000000002 , 2.15069605521078 , 1.4801491864328 , 1.96397400509668"		
"0.263300000000002 , 1.81207225227347 , 1.36813898912975 , 1.83136805807151"		
"0.263400000000002 , 1.9195875638586 , 1.56395343207428 , 1.94035749072703"		
"0.263500000000002 , 1.85562455390312 , 1.55192548345047 , 1.99102515450353"		
"0.263600000000002 , 1.88493073128566 , 1.49166662372964 , 1.86715107157292"		
"0.263700000000002 , 1.95646559361322 , 1.48499468162216 , 1.67671126398357"		
"0.263800000000002 , 1.89690441612968 , 1.40641922864701 , 1.77047251974213"		
"0.263900000000002 , 1.81781768997149 , 1.43475009988951 , 1.66676299532301"		
"0.264000000000002 , 1.79221266045877 , 1.62728594432165 , 1.87731973361975"		
"0.264100000000002 , 1.90885629475436 , 1.72790627292066 , 1.92755300102597"		
"0.264200000000002 , 1.90128247602918 , 1.55524913723249 , 1.83942783015565"		
"0.264300000000002 , 2.21225382705604 , 1.66807961372433 , 2.07225635380466"		
"0.264400000000002 , 2.26951621538806 , 1.53231620896051 , 2.01896565635123"		
"0.264500000000002 , 2.04642227333993 , 1.65486917513158 , 2.14151370342242"		
"0.264600000000002 , 2.19743544496812 , 1.80043652298811 , 2.12485937117245"		
"0.264700000000002 , 1.98038270059174 , 1.67599620635683 , 1.99824927200628"		
"0.264800000000002 , 1.96779095738528 , 1.5503023136593 , 2.02039597899323"		
"0.264900000000002 , 2.01777645069221 , 1.47801212715181 , 2.15184469509581"		
"0.265000000000002 , 2.17970090820078 , 1.52205914103093 , 2.01680388498339"		
"0.265100000000002 , 2.03871327323572 , 1.52409853246365 , 1.94365982764757"		
"0.265200000000002 , 2.17551616078296 , 1.80357950242159 , 2.29674329625988"		
"0.265300000000002 , 2.11151437046381 , 1.6604598240304 , 2.13514291241414"		
"0.265400000000002 , 2.10398136230418 , 1.65591373343487 , 2.12369046763123"		
"0.265500000000002 , 2.20722010824717 , 1.66233442491811 , 2.16185094713494"		
"0.265600000000002 , 2.27562332772077 , 1.7073196293118 , 2.2510766478755"		
